Wall time,Step,Value
1678410805.8599722,101,0.8217872977256775
1678410812.215758,102,0.8258590698242188
1678410818.5274916,103,0.8343038558959961
1678410824.8542674,104,0.8364110589027405
1678410831.3039787,105,0.8349602818489075
1678410837.602557,106,0.8095158338546753
1678410844.069533,107,0.785612940788269
1678410850.4020119,108,0.7699552774429321
1678410856.7270951,109,0.8031654357910156
1678410863.0332496,110,0.8024469017982483
1678410869.342173,111,0.8089374899864197
1678410875.6704297,112,0.7810773849487305
1678410882.0198984,113,0.807472288608551
1678410888.3082852,114,0.814735472202301
1678410894.6467285,115,0.8291512727737427
1678410900.9853876,116,0.8297823667526245
1678410907.3434937,117,0.8368073105812073
1678410913.678489,118,0.8368127346038818
1678410919.9858148,119,0.8238523602485657
1678410926.3317707,120,0.8061879277229309
1678410932.630529,121,0.8347612619400024
1678410939.0223873,122,0.8327627182006836
1678410945.3479931,123,0.8247038125991821
1678410951.7492633,124,0.8178147673606873
1678410958.0232666,125,0.8253752589225769
1678410964.3445816,126,0.8398457169532776
1678410970.6928494,127,0.8405687212944031
1678410977.0079606,128,0.834593653678894
1678410983.3145645,129,0.8413563370704651
1678410989.620538,130,0.8496392965316772
1678410995.9934618,131,0.847221314907074
1678411002.2712767,132,0.8470048904418945
1678411008.6583414,133,0.8393102884292603
1678411014.9606364,134,0.8179279565811157
1678411021.2842073,135,0.8067067265510559
1678411027.6449585,136,0.8244456052780151
1678411034.1159723,137,0.8306916952133179
1678411040.436954,138,0.8385134935379028
1678411046.7402334,139,0.8424530625343323
1678411053.0450327,140,0.8243865966796875
1678411059.3795297,141,0.8163012266159058
1678411065.745157,142,0.8265119791030884
1678411072.2747118,143,0.8103734254837036
1678411078.703083,144,0.8130895495414734
1678411085.0101297,145,0.8331969976425171
1678411091.3279939,146,0.8403274416923523
